rideid,pickuplocation,dropofflocation,distance,ridetype,fare,driverid,customerid,perkmrate,pickupdatetime
ride2894,Bandra,South Mumbai,3.5,UberPool,1630.85,driver476,cust1437,14.6,2020-01-10 21:27:39
ride2895,Borivali,Colaba,9.46,UberX,376.33,driver15,cust2154,31.54,2022-01-07 03:38:15
ride2896,Sion,Borivali,17.41,UberPool,1880.97,driver477,cust1378,10.47,2024-03-26 21:47:51
ride2897,Bandra,Sion,3.31,UberX,141.8,driver434,cust2022,35.99,2024-07-24 13:44:13
ride2898,Malad,Thane,7.17,UberPool,1901.51,driver6,cust1388,33.0,2024-10-05 16:52:29
ride2899,Colaba,Andheri,6.77,OlaMicro,1666.25,driver449,cust721,46.05,2020-01-01 11:58:03
ride2900,Andheri,Malad,8.83,UberPool,299.48,driver183,cust2055,27.17,2024-03-17 01:35:16
ride2901,Sion,South Mumbai,2.98,UberPool,1545.99,driver138,cust162,22.34,2022-05-02 19:05:29
ride2902,Andheri,Vashi,13.37,OlaMicro,681.71,driver48,cust1062,46.27,2022-11-19 13:54:57
ride2903,Sion,Ghatkopar,3.01,UberPool,1341.68,driver303,cust825,44.33,2024-03-05 09:46:20
ride2904,Vashi,Sion,3.03,OlaMicro,1516.71,driver387,cust1840,20.26,2023-12-07 05:25:14
ride2905,Sion,Malad,9.39,OlaMicro,1360.43,driver430,cust2093,39.43,2021-12-01 07:59:08
ride2906,Kurla,Andheri,11.13,OlaMicro,196.98,driver89,cust224,25.81,2021-09-03 03:58:33
ride2907,Dadar,Ghatkopar,9.7,UberPool,1901.75,driver517,cust1834,34.99,2021-01-20 12:41:51
ride2908,Sion,Juhu,11.22,UberX,936.3,driver54,cust297,48.68,2021-10-30 23:38:37
ride2909,Sion,Kandivali,11.92,UberX,890.76,driver273,cust1460,37.03,2020-08-21 18:08:37
ride2910,Andheri,Bandra,18.6,UberPool,1115.83,driver277,cust1804,10.11,2023-06-23 17:26:57
ride2911,Borivali,Bandra,10.17,UberPool,721.89,driver522,cust1832,24.93,2024-09-12 08:23:29
ride2912,Sion,Versova,19.73,OlaMicro,322.15,driver52,cust904,36.73,2024-03-23 20:31:42
ride2913,Bandra,Juhu,9.92,UberPool,279.73,driver373,cust1595,45.64,2021-09-12 03:30:13
ride2914,Dadar,Kandivali,19.79,UberX,59.48,driver350,cust1876,36.39,2022-10-16 22:56:37
ride2915,South Mumbai,Juhu,15.97,UberX,326.63,driver313,cust744,23.62,2024-01-17 13:32:20
ride2916,Colaba,Borivali,8.23,OlaMicro,1579.74,driver1,cust1367,46.67,2023-07-09 07:25:40
ride2917,Borivali,Colaba,8.74,OlaMicro,1909.78,driver32,cust829,46.07,2020-03-29 07:00:19
ride2918,Sion,Bandra,2.39,OlaMicro,841.04,driver194,cust513,33.53,2020-06-17 16:16:24
ride2919,Sion,Thane,9.24,UberPool,1252.24,driver455,cust1808,42.65,2022-11-27 12:57:11
ride2920,Vashi,Colaba,14.99,UberPool,135.75,driver511,cust1116,47.55,2024-06-20 09:16:46
ride2921,Vashi,Bandra,16.8,UberX,1750.17,driver33,cust209,41.36,2020-08-08 02:18:42
ride2922,Malad,Kurla,14.86,UberPool,1788.89,driver291,cust807,25.5,2023-01-07 04:24:14
ride2923,Versova,Malad,2.57,UberPool,514.81,driver470,cust1789,17.46,2024-04-22 14:13:03
ride2924,Sion,Kurla,18.22,OlaMicro,1005.1,driver309,cust26,39.56,2024-01-13 13:39:14
ride2925,Kandivali,Thane,19.47,UberPool,886.71,driver153,cust1190,40.41,2022-04-06 18:33:27
ride2926,Andheri,Dadar,6.84,UberPool,1036.51,driver240,cust261,20.03,2020-01-10 09:01:29
ride2927,Bandra,Versova,4.29,UberPool,1387.8,driver177,cust337,35.32,2020-08-18 21:09:34
ride2928,Bandra,Borivali,4.89,OlaMicro,1677.27,driver164,cust503,22.56,2023-11-07 23:47:40
ride2929,Versova,Kandivali,1.27,UberX,462.66,driver142,cust28,21.58,2022-03-13 00:44:08
ride2930,Andheri,Sion,19.01,UberPool,868.82,driver495,cust292,24.54,2023-05-21 14:38:26
ride2931,Kurla,Malad,3.1,OlaMicro,790.75,driver8,cust1216,22.63,2023-06-17 19:53:16
ride2932,Sion,South Mumbai,11.96,UberPool,1386.96,driver318,cust1518,27.61,2021-12-05 23:02:40
ride2933,Vashi,Kandivali,10.34,OlaMicro,1894.92,driver410,cust1526,42.66,2020-08-14 07:05:32
ride2934,Kandivali,Andheri,8.31,UberPool,1946.7,driver48,cust1446,15.03,2022-08-05 17:48:16
ride2935,Dadar,Borivali,17.15,UberPool,656.16,driver329,cust758,12.82,2022-11-15 22:29:29
ride2936,Borivali,Borivali,2.18,OlaMicro,1062.84,driver138,cust2054,29.51,2022-12-31 03:26:32
ride2937,Andheri,Versova,9.89,UberPool,326.4,driver6,cust1766,13.08,2023-01-18 01:07:16
ride2938,Ghatkopar,Sion,14.15,OlaMicro,381.83,driver479,cust951,35.81,2020-09-06 12:26:27
ride2939,Andheri,Colaba,15.92,UberX,790.81,driver491,cust573,22.21,2021-01-10 11:59:45
ride2940,Colaba,Bandra,4.84,UberX,1610.2,driver90,cust1053,19.89,2021-07-18 12:04:16
ride2941,Versova,Bandra,2.69,OlaMicro,1650.48,driver245,cust991,42.83,2022-10-25 20:24:10
ride2942,South Mumbai,Vashi,3.06,OlaMicro,562.55,driver22,cust1641,24.15,2021-11-22 22:22:14
ride2943,Kurla,Juhu,7.52,UberPool,310.19,driver297,cust1457,16.14,2022-09-05 04:50:09
ride2944,South Mumbai,Andheri,2.98,UberX,853.53,driver469,cust1037,23.86,2021-02-18 09:11:53
ride2945,Sion,Kurla,7.03,OlaMicro,1765.41,driver205,cust2055,28.25,2021-06-08 07:57:48
ride2946,Juhu,Juhu,13.48,UberPool,1912.72,driver443,cust1014,36.28,2021-11-06 05:57:13
ride2947,Thane,Versova,16.35,OlaMicro,743.03,driver448,cust1026,12.73,2021-12-13 18:10:33
ride2948,Malad,Ghatkopar,7.21,UberX,1400.38,driver114,cust1771,15.16,2024-07-23 20:56:53
ride2949,Andheri,Malad,18.75,UberPool,870.76,driver173,cust803,25.73,2022-12-23 07:54:16
ride2950,Thane,Kandivali,3.61,UberPool,1681.19,driver497,cust1875,17.65,2020-07-24 03:59:39
ride2951,Kandivali,Borivali,11.73,UberX,226.39,driver5,cust538,36.2,2022-11-18 10:50:06
ride2952,Borivali,Vashi,16.45,UberX,1375.37,driver321,cust522,43.47,2022-10-29 23:49:05
ride2953,Malad,Kurla,11.26,UberX,246.68,driver132,cust509,41.03,2024-05-20 09:36:59
ride2954,Borivali,Colaba,13.1,OlaMicro,584.33,driver361,cust1568,16.86,2021-12-25 08:19:38
ride2955,Versova,Andheri,16.49,UberPool,1392.82,driver155,cust147,13.75,2023-10-29 22:33:46
ride2956,Bandra,Malad,9.08,UberX,1223.17,driver362,cust150,30.88,2023-11-16 16:20:06
ride2957,Dadar,Ghatkopar,4.58,UberX,679.91,driver94,cust1133,10.58,2020-05-25 15:57:52
ride2958,Juhu,Juhu,13.22,OlaMicro,1525.6,driver291,cust269,36.9,2024-07-20 03:39:48
ride2959,Sion,Andheri,2.16,OlaMicro,630.18,driver355,cust202,29.51,2024-04-24 19:08:32
ride2960,Versova,Borivali,1.28,UberX,1488.13,driver253,cust755,30.62,2021-04-11 19:57:44
ride2961,Andheri,Andheri,1.46,UberX,639.45,driver208,cust353,10.96,2022-08-31 10:36:22
ride2962,South Mumbai,Malad,9.89,OlaMicro,389.09,driver337,cust990,47.55,2022-07-27 06:59:25
ride2963,Kurla,Kurla,15.37,OlaMicro,1303.99,driver502,cust1787,24.18,2020-04-27 18:09:49
ride2964,South Mumbai,Kurla,9.38,UberX,915.44,driver488,cust923,23.5,2020-06-30 19:45:18
ride2965,South Mumbai,Andheri,11.59,UberPool,1878.34,driver185,cust1596,26.25,2023-07-16 18:22:52
ride2966,Malad,Bandra,7.45,OlaMicro,473.45,driver131,cust1091,17.17,2024-09-04 23:14:11
ride2967,South Mumbai,Juhu,16.81,UberX,1870.79,driver101,cust851,45.39,2020-10-29 13:06:37
ride2968,Borivali,Colaba,13.1,UberPool,357.32,driver339,cust2066,17.24,2021-10-17 21:50:07
ride2969,Kurla,Bandra,16.43,UberX,1424.47,driver72,cust540,34.12,2020-04-24 17:56:29
ride2970,Sion,South Mumbai,5.2,OlaMicro,1221.0,driver152,cust1809,23.87,2021-01-25 14:38:29
ride2971,Vashi,Juhu,11.78,UberPool,950.82,driver90,cust1179,42.08,2022-12-10 23:01:15
ride2972,South Mumbai,Ghatkopar,16.01,OlaMicro,414.6,driver182,cust138,43.33,2021-10-05 11:19:04
ride2973,Versova,Malad,17.27,UberPool,1216.18,driver47,cust16,38.69,2023-10-27 23:09:31
ride2974,Andheri,Sion,4.6,UberX,814.98,driver298,cust1029,18.41,2020-10-20 00:51:33
ride2975,Borivali,Vashi,15.23,UberPool,1197.07,driver259,cust604,16.25,2024-03-28 21:08:17
ride2976,Kurla,Malad,13.0,UberX,372.04,driver453,cust1631,38.71,2020-11-11 22:07:42
ride2977,Kurla,Thane,7.06,UberX,1702.0,driver520,cust1827,46.87,2024-02-13 08:21:24
ride2978,South Mumbai,Colaba,13.7,OlaMicro,1836.2,driver193,cust2214,40.02,2022-03-23 09:42:58
ride2979,Colaba,Borivali,1.75,UberX,1804.05,driver434,cust868,35.37,2021-04-15 21:34:02
ride2980,Versova,Kandivali,7.5,UberPool,1308.51,driver488,cust1827,45.39,2022-12-21 14:49:40
ride2981,Thane,Ghatkopar,8.65,UberX,984.9,driver317,cust1895,36.17,2020-08-30 00:06:28
ride2982,Vashi,Ghatkopar,6.5,OlaMicro,472.37,driver189,cust1176,42.8,2021-06-29 12:20:54
ride2983,Vashi,Malad,13.32,UberPool,1718.56,driver292,cust267,23.37,2021-11-11 10:15:05
ride2984,Juhu,South Mumbai,14.96,UberPool,659.59,driver209,cust1285,48.91,2021-12-16 13:29:48
ride2985,Thane,Juhu,16.53,UberX,1585.84,driver512,cust1622,32.76,2020-01-28 06:24:55
ride2986,Kandivali,Borivali,7.82,UberPool,1830.58,driver419,cust1341,41.56,2023-08-08 14:11:41
ride2987,Sion,Malad,1.79,UberX,1425.41,driver459,cust1290,16.14,2024-09-07 04:22:47
ride2988,Thane,Andheri,15.0,OlaMicro,322.36,driver9,cust655,17.36,2023-01-04 02:37:10
ride2989,Versova,Andheri,7.2,UberPool,738.6,driver378,cust811,28.13,2022-04-21 17:46:05
ride2990,Ghatkopar,Ghatkopar,5.37,UberX,582.38,driver292,cust590,47.43,2021-11-08 12:41:39
ride2991,Dadar,Borivali,5.07,UberPool,140.17,driver80,cust904,41.6,2020-04-30 06:54:29
ride2992,Thane,Dadar,4.4,UberX,81.47,driver206,cust1482,35.53,2023-09-10 12:38:01
ride2993,Malad,Bandra,6.92,OlaMicro,348.02,driver379,cust135,13.48,2020-05-04 02:47:33
ride2994,Sion,Dadar,11.79,OlaMicro,557.58,driver472,cust1772,37.07,2020-08-18 21:56:34
ride2995,Colaba,Sion,4.76,OlaMicro,962.28,driver218,cust1205,40.06,2023-07-03 12:46:07
ride2996,Borivali,Colaba,9.7,UberX,1904.22,driver449,cust2072,16.23,2023-06-10 09:14:17
ride2997,Ghatkopar,Ghatkopar,8.59,OlaMicro,651.78,driver228,cust1768,47.17,2020-10-26 13:09:45
ride2998,Borivali,Malad,13.92,UberPool,460.21,driver419,cust2071,16.35,2021-05-03 22:55:55
ride2999,Colaba,Thane,18.2,UberPool,704.01,driver186,cust1369,41.49,2020-04-23 02:07:45
ride3000,Kurla,Vashi,4.14,UberX,785.16,driver150,cust864,42.29,2020-07-24 05:35:17
ride3001,Versova,Kandivali,7.22,UberX,1001.29,driver312,cust1692,46.87,2024-08-09 14:30:17
ride3002,Colaba,Versova,10.0,OlaMicro,577.44,driver182,cust789,41.24,2020-05-21 13:52:57
ride3003,Andheri,Sion,5.81,UberPool,861.57,driver108,cust189,24.14,2021-03-14 17:16:57
ride3004,Versova,Ghatkopar,12.39,UberX,1116.35,driver388,cust2103,25.83,2022-09-25 11:42:12
ride3005,Versova,Thane,15.4,OlaMicro,1067.47,driver483,cust694,20.87,2021-03-25 19:57:42
ride3006,Andheri,Sion,12.48,UberX,1520.13,driver369,cust342,30.81,2024-05-16 17:40:42
ride3007,Juhu,Ghatkopar,12.81,UberX,497.62,driver307,cust1119,11.88,2021-01-28 14:14:43
ride3008,Bandra,Kandivali,14.21,UberX,1111.7,driver29,cust497,25.8,2022-06-10 23:12:36
ride3009,Ghatkopar,Borivali,6.09,UberX,1618.78,driver209,cust2024,48.62,2020-07-19 07:57:23
ride3010,Borivali,Thane,13.0,UberX,227.56,driver162,cust656,47.22,2022-07-24 23:00:48
ride3011,Bandra,South Mumbai,2.46,OlaMicro,1540.55,driver185,cust128,10.24,2023-03-12 16:47:07
ride3012,South Mumbai,Juhu,5.57,UberX,471.69,driver200,cust993,42.55,2022-04-08 06:29:01
ride3013,Malad,Bandra,13.11,OlaMicro,179.81,driver5,cust727,13.18,2023-09-22 11:30:22
ride3014,Bandra,South Mumbai,1.86,OlaMicro,1209.87,driver437,cust1983,17.49,2023-09-14 13:36:29
ride3015,Juhu,Borivali,4.48,UberX,1800.25,driver251,cust401,36.52,2022-05-14 04:43:33
ride3016,Juhu,Ghatkopar,10.23,OlaMicro,1410.1,driver15,cust32,37.97,2020-03-24 01:28:42
ride3017,Malad,Vashi,13.47,OlaMicro,204.41,driver475,cust1541,44.75,2020-01-15 16:08:33
ride3018,Dadar,Andheri,16.6,UberPool,1082.72,driver264,cust896,41.37,2023-07-31 02:19:17
ride3019,Sion,South Mumbai,3.16,UberPool,605.12,driver505,cust1248,27.41,2021-11-19 07:31:44
ride3020,Malad,Colaba,3.16,OlaMicro,1395.4,driver464,cust45,15.33,2024-06-08 02:58:46
ride3021,Dadar,Sion,11.13,UberX,1695.34,driver55,cust191,34.93,2020-10-07 07:42:03
ride3022,Thane,Sion,17.36,OlaMicro,444.11,driver117,cust733,43.5,2024-04-05 03:38:45
ride3023,Malad,Malad,3.15,UberX,98.76,driver220,cust729,20.61,2023-02-23 21:59:21
ride3024,Dadar,Malad,11.38,OlaMicro,1520.55,driver192,cust1847,25.38,2020-10-02 06:14:44
ride3025,Kandivali,Colaba,3.8,UberX,222.1,driver115,cust405,27.47,2021-08-05 20:05:26
ride3026,Dadar,Thane,14.79,OlaMicro,469.46,driver396,cust2024,37.19,2022-03-09 07:26:28
ride3027,South Mumbai,Ghatkopar,15.24,UberPool,1035.8,driver116,cust1774,49.49,2021-04-11 09:12:46
ride3028,Versova,Thane,16.1,UberPool,1486.87,driver8,cust736,22.79,2022-04-27 08:22:41
ride3029,Ghatkopar,Kandivali,4.59,UberPool,1520.32,driver443,cust1813,19.35,2022-07-22 18:23:36
ride3030,Colaba,Borivali,4.24,OlaMicro,632.79,driver495,cust1385,18.35,2022-12-02 04:23:24
ride3031,Malad,Colaba,6.38,UberPool,1594.28,driver80,cust2138,21.24,2021-09-12 20:49:21
ride3032,Juhu,Colaba,2.15,UberPool,678.59,driver328,cust11,31.1,2020-10-01 08:16:28
ride3033,Andheri,Ghatkopar,4.11,UberPool,920.83,driver239,cust2034,30.17,2024-02-28 14:26:09
ride3034,Kurla,Colaba,9.59,OlaMicro,63.53,driver233,cust98,36.02,2023-03-05 19:35:01
ride3035,Andheri,Kandivali,6.18,UberX,712.5,driver523,cust952,22.88,2023-12-18 03:10:19
ride3036,Sion,Dadar,2.6,UberPool,375.65,driver454,cust993,47.19,2021-09-26 18:20:00
ride3037,Borivali,Colaba,11.42,UberX,1701.16,driver242,cust535,10.44,2022-03-22 19:15:34
ride3038,Dadar,South Mumbai,2.71,UberX,548.46,driver438,cust801,43.99,2023-01-26 12:05:10
ride3039,Borivali,Borivali,2.39,UberX,759.56,driver184,cust1241,11.66,2024-05-13 02:20:12
ride3040,Malad,Kurla,2.22,OlaMicro,1440.85,driver280,cust1945,42.08,2022-11-28 10:59:09
ride3041,Malad,Ghatkopar,9.76,UberPool,1104.5,driver451,cust1785,46.49,2020-10-05 17:30:56
ride3042,Malad,Malad,19.09,UberX,368.88,driver261,cust230,27.91,2022-02-21 23:42:42
ride3043,Andheri,Thane,6.85,OlaMicro,206.49,driver253,cust2222,49.31,2020-02-05 15:50:06
ride3044,Sion,South Mumbai,11.97,UberX,1993.75,driver281,cust1374,37.95,2021-03-20 10:07:52
ride3045,Ghatkopar,Kurla,16.12,UberPool,861.38,driver73,cust1386,15.17,2022-07-27 05:04:49
ride3046,South Mumbai,Kurla,15.02,UberX,1158.08,driver97,cust1843,26.89,2024-09-05 12:06:06
ride3047,Sion,Kurla,2.43,UberPool,1528.85,driver42,cust529,45.37,2022-06-30 15:39:38
ride3048,Andheri,Versova,11.55,UberPool,1916.64,driver313,cust1852,30.19,2020-12-27 18:26:06
ride3049,Malad,Dadar,9.37,UberPool,1730.97,driver153,cust243,34.69,2020-11-05 03:23:33
ride3050,Malad,Versova,13.09,UberX,1087.62,driver486,cust966,24.43,2021-04-11 04:15:36
ride3051,Kurla,Dadar,4.32,OlaMicro,1234.98,driver195,cust881,35.14,2024-01-26 03:24:04
ride3052,Sion,Malad,14.31,OlaMicro,81.0,driver262,cust123,45.77,2022-03-12 21:34:11
ride3053,Ghatkopar,Malad,11.93,UberPool,431.12,driver316,cust1574,21.45,2022-02-12 00:06:35
ride3054,Malad,Kurla,6.06,UberX,1191.8,driver239,cust1308,38.91,2023-09-03 07:33:50
ride3055,Juhu,Dadar,16.13,OlaMicro,517.51,driver80,cust1706,36.46,2020-11-15 00:31:22
ride3056,Dadar,Kurla,4.15,UberX,700.31,driver232,cust962,44.28,2022-09-13 21:05:25
ride3057,Malad,Dadar,18.84,UberX,1711.59,driver421,cust1738,17.78,2020-09-08 12:20:44
ride3058,South Mumbai,Andheri,15.81,OlaMicro,1761.18,driver95,cust1534,25.93,2022-02-22 12:23:55
ride3059,Versova,Juhu,5.85,UberX,1945.97,driver426,cust868,26.05,2022-01-22 23:20:18
ride3060,Bandra,Bandra,4.46,UberPool,945.77,driver291,cust1131,20.65,2023-06-18 16:17:44
ride3061,South Mumbai,Versova,16.19,OlaMicro,1889.43,driver209,cust1110,44.85,2023-07-13 16:08:25
ride3062,South Mumbai,Kurla,2.6,UberPool,567.02,driver272,cust1201,49.67,2020-04-02 19:59:09
ride3063,Andheri,Dadar,10.08,UberX,1281.96,driver307,cust736,44.25,2023-05-08 18:34:18
ride3064,Thane,South Mumbai,8.19,UberPool,195.46,driver114,cust504,49.15,2020-05-29 01:48:56
ride3065,Kurla,Malad,6.19,OlaMicro,388.59,driver258,cust1587,21.53,2020-07-04 07:58:59
ride3066,Kurla,Versova,4.3,UberX,680.26,driver508,cust1535,40.59,2021-01-05 04:19:07
ride3067,Kandivali,Colaba,7.84,UberX,956.2,driver123,cust1070,24.74,2023-08-19 22:44:02
ride3068,Bandra,Kandivali,16.14,UberPool,986.21,driver182,cust961,11.95,2024-06-22 11:41:35
ride3069,Thane,Dadar,16.44,UberPool,682.35,driver202,cust313,11.03,2021-06-17 04:55:47
ride3070,Ghatkopar,Andheri,3.67,UberX,1498.43,driver394,cust689,22.34,2020-12-11 12:56:37
ride3071,Malad,South Mumbai,19.77,UberPool,1282.21,driver14,cust1744,26.83,2021-09-02 06:11:03
ride3072,Colaba,Ghatkopar,3.17,OlaMicro,1271.98,driver249,cust1827,46.53,2023-05-16 04:38:15
ride3073,Dadar,Vashi,17.74,UberX,1061.8,driver503,cust152,25.43,2020-02-21 09:07:07
ride3074,Kandivali,Vashi,9.07,UberPool,903.65,driver359,cust37,14.1,2023-10-04 20:17:58
ride3075,Dadar,Versova,7.05,UberX,208.72,driver46,cust7,46.39,2022-03-10 12:11:28
ride3076,Kurla,Dadar,4.56,OlaMicro,1860.29,driver426,cust2095,48.48,2022-12-04 20:32:47
ride3077,Dadar,Colaba,3.14,OlaMicro,812.67,driver82,cust1083,39.9,2020-01-10 22:58:28
ride3078,Colaba,Kandivali,3.68,UberPool,1256.03,driver390,cust1855,30.21,2021-09-25 13:16:41
ride3079,Sion,Colaba,4.11,OlaMicro,181.53,driver87,cust1140,43.53,2022-04-27 08:53:05
ride3080,Colaba,Malad,5.89,UberPool,484.53,driver501,cust695,19.87,2023-01-19 16:22:34
ride3081,Juhu,Borivali,2.29,UberPool,380.83,driver330,cust1120,28.28,2020-02-05 07:38:16
ride3082,Versova,Ghatkopar,13.53,UberX,1796.01,driver502,cust2064,16.82,2024-05-11 13:14:53
ride3083,Juhu,Kurla,1.55,UberPool,1170.82,driver214,cust1598,27.74,2020-05-25 01:41:36
ride3084,Versova,Malad,9.91,UberX,128.7,driver224,cust1117,39.19,2021-10-10 00:29:28
ride3085,Vashi,Andheri,7.01,UberX,1161.11,driver243,cust1397,48.92,2020-05-09 13:49:32
ride3086,Kandivali,Dadar,15.1,OlaMicro,743.35,driver420,cust1570,27.02,2021-09-25 16:22:11
ride3087,Ghatkopar,Bandra,17.24,UberPool,649.15,driver480,cust1609,10.68,2020-09-25 19:30:40
ride3088,South Mumbai,Vashi,7.21,UberX,219.79,driver91,cust2050,21.64,2023-02-25 08:57:20
ride3089,Dadar,Ghatkopar,4.14,UberPool,1685.0,driver293,cust426,31.06,2022-09-08 08:18:33
ride3090,Juhu,Borivali,17.24,UberPool,168.73,driver358,cust960,22.87,2024-02-06 08:45:05
ride3091,Dadar,Vashi,5.57,UberPool,1299.77,driver482,cust1857,40.55,2020-02-25 06:43:52
ride3092,Kurla,Versova,1.72,UberPool,1846.24,driver372,cust1322,28.35,2022-05-01 16:30:52
ride3093,Kandivali,Andheri,10.23,OlaMicro,1634.21,driver362,cust634,23.21,2023-10-04 17:18:13
ride3094,Juhu,Kandivali,4.24,OlaMicro,1124.08,driver298,cust1718,28.32,2022-02-26 01:44:58
ride3095,Kurla,Vashi,2.56,UberPool,1557.07,driver162,cust1968,33.56,2021-05-03 23:12:54
ride3096,Borivali,Malad,12.8,UberPool,689.12,driver166,cust857,41.46,2020-10-07 16:52:50
ride3097,Malad,Kandivali,10.43,OlaMicro,1902.91,driver55,cust583,12.41,2021-10-20 13:06:01
ride3098,Juhu,Andheri,13.63,UberX,903.43,driver61,cust1075,40.38,2021-05-01 21:11:02
ride3099,South Mumbai,Dadar,11.84,UberPool,329.83,driver328,cust1925,45.56,2022-04-26 20:53:58
ride3100,Thane,Juhu,16.91,UberX,1428.97,driver207,cust1975,25.0,2023-02-26 03:02:40
ride3101,Borivali,Andheri,7.34,UberPool,187.13,driver134,cust1780,39.91,2022-05-15 23:30:36
ride3102,Thane,Juhu,6.15,UberX,93.72,driver252,cust838,20.54,2024-10-03 07:43:19
ride3103,Thane,Borivali,2.45,UberPool,1074.88,driver194,cust1839,15.76,2021-05-24 10:02:37
ride3104,Sion,Juhu,13.36,OlaMicro,1791.55,driver194,cust896,37.66,2021-01-02 23:48:03
ride3105,Versova,Borivali,6.45,UberX,987.88,driver394,cust198,49.7,2021-07-14 15:20:21
ride3106,Versova,Vashi,19.72,OlaMicro,501.24,driver517,cust1531,21.68,2022-09-02 05:16:01
ride3107,Andheri,Bandra,11.05,UberPool,1322.75,driver441,cust223,36.6,2020-05-26 21:54:22
ride3108,Sion,Bandra,12.98,UberX,483.91,driver50,cust649,37.37,2021-12-04 18:42:50
ride3109,Bandra,Sion,1.6,UberPool,996.77,driver424,cust2043,47.58,2023-10-08 05:43:40
ride3110,Kandivali,Ghatkopar,9.64,UberPool,1542.23,driver468,cust1547,22.45,2022-01-23 18:35:24
ride3111,Borivali,Sion,6.68,UberX,455.65,driver517,cust454,34.54,2021-06-27 20:18:22
ride3112,Vashi,Versova,4.84,OlaMicro,266.53,driver52,cust573,25.27,2021-08-18 17:01:02
ride3113,Juhu,Bandra,11.91,UberX,1654.04,driver139,cust788,37.65,2023-12-08 07:09:03
ride3114,Sion,South Mumbai,13.4,UberX,762.19,driver72,cust1276,48.95,2020-04-28 19:23:58
ride3115,Vashi,Colaba,7.39,UberPool,94.53,driver386,cust1026,10.69,2021-04-17 01:19:30
ride3116,Ghatkopar,Colaba,16.21,UberPool,908.03,driver109,cust1311,35.29,2020-01-23 09:42:54
ride3117,Andheri,Andheri,15.18,OlaMicro,981.15,driver161,cust440,47.3,2024-06-11 06:29:47
ride3118,Thane,Bandra,19.22,OlaMicro,1978.05,driver140,cust1857,37.89,2023-04-27 00:39:14
ride3119,Dadar,Borivali,5.74,UberPool,154.68,driver336,cust1958,46.73,2024-08-01 13:18:37
ride3120,Colaba,Dadar,4.19,UberX,1494.03,driver370,cust2078,34.8,2020-11-21 01:08:46
ride3121,South Mumbai,Dadar,9.78,UberPool,1115.09,driver271,cust2174,49.45,2022-04-01 14:08:46
ride3122,Sion,Kandivali,12.24,OlaMicro,1199.46,driver308,cust1468,48.07,2023-06-16 10:18:49
ride3123,Juhu,Borivali,13.9,OlaMicro,181.08,driver283,cust1285,43.45,2022-04-08 23:21:04
ride3124,Andheri,Andheri,13.48,UberPool,540.27,driver330,cust592,19.53,2023-08-04 22:12:39
ride3125,South Mumbai,Juhu,1.57,UberX,641.16,driver160,cust2156,25.03,2023-06-08 13:06:05
ride3126,Kurla,Sion,7.27,UberX,1585.55,driver515,cust1925,40.48,2021-03-30 04:20:18
ride3127,South Mumbai,Sion,15.53,OlaMicro,637.46,driver463,cust179,39.94,2024-01-11 01:01:05
ride3128,Dadar,Vashi,9.05,OlaMicro,1908.46,driver46,cust526,46.3,2023-10-18 08:30:58
ride3129,Versova,Andheri,2.09,OlaMicro,199.6,driver496,cust133,43.15,2022-10-24 11:56:27
ride3130,Versova,Kandivali,5.58,UberPool,133.64,driver255,cust434,26.54,2022-01-11 15:38:44
ride3131,Colaba,Versova,13.61,UberPool,1195.44,driver131,cust360,25.41,2021-09-06 06:00:40
ride3132,Juhu,Kandivali,7.65,UberX,1001.2,driver296,cust734,38.7,2020-01-14 21:24:28
ride3133,Vashi,Thane,17.51,UberPool,1005.28,driver515,cust1387,46.82,2023-03-24 00:07:54
ride3134,Ghatkopar,Sion,13.92,UberPool,1066.08,driver521,cust288,23.9,2024-10-08 23:24:45
ride3135,Juhu,Juhu,3.09,UberPool,1370.82,driver83,cust1726,26.58,2024-05-30 23:26:01
ride3136,Borivali,Bandra,19.63,UberPool,1871.73,driver245,cust1590,20.04,2024-07-29 16:40:41
ride3137,Sion,Juhu,7.49,UberPool,282.87,driver424,cust478,44.54,2023-06-16 22:08:47
ride3138,Borivali,Juhu,5.16,UberPool,1969.1,driver192,cust540,20.43,2020-09-03 03:50:37
ride3139,Thane,Dadar,18.69,UberPool,820.11,driver414,cust276,33.74,2020-10-14 03:45:16
ride3140,Malad,Versova,19.03,UberPool,1811.9,driver462,cust1278,32.32,2022-08-29 09:12:04
